Date,Station_1,Station_2,Station_3,Station_4,Station_5,Station_6,Station_7,Station_8,Station_9,Station_10,Station_11,Station_12,Station_13,Station_14,Station_15,Station_16,Station_17,Station_18,Station_19,Station_20,Station_21,Station_22,Station_23,Station_24,Station_25,Station_26,Station_27,Station_28,Station_29,Station_30,Station_31,Station_32,Station_33,Station_34,Station_35,Station_36,Station_37,Station_38,Station_39,Station_40,Station_41,Station_42,Station_43,Station_44,Station_45,Station_46,Station_47,Station_48,Station_49,Grand_Total_Inflow
01-06-2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615127563,0,0,0,0,0,0,2.435620662,0,0.252325308,0,0.364811147,0,0,7.62421098,1.669178148,5697
02-06-2024,0,0,0,0,0,0,0,0,0.019339836,0.187888324,1.048897412,0.221919926,0.431437277,0.695140089,0,0,0,0.091003837,0.895068152,1.070008023,0.438060045,0,0,0,0.077433957,0,0,0,0,0,0,0.037495875,0,0,0,0,0,0,0,0,0,0,0,0,1.488243269,8.411078427,0.325098864,5.436642223,6.350044462,5697
03-06-2024,0,0,0.076038824,0,0.027000399,0,0,10.39218181,8.881426834,0.378984852,15.77532221,3.566451059,2.947178066,1.80667261,16.67230437,14.51922181,4.671428959,1.017483926,1.441950334,0.578015784,0.265428542,17.63570334,1.442947795,1.487798859,1.47288667,0.430176033,0.117943183,16.68382205,8.856051498,0.712643517,0.37413468,0.382359177,0,5.251295355,14.30439472,18.31335553,4.442880003,0.753006233,0.169079949,0.189320236,23.29862383,32.37521023,11.75565109,8.232944469,25.18231334,13.08645784,3.006914828,8.551682923,11.82902797,5697
04-06-2024,0.067872897,1.574972861,7.89870784,1.505436798,2.159661028,4.481269896,7.96749772,0.060104668,0,3.398135742,0,0,0.214640011,4.041673051,0.097371995,0,0,2.111550882,8.724121186,5.508272429,1.90842096,0,0,0.26822371,6.130983755,4.55462373,1.05184632,0,0,0,0.078123159,0.159728199,0.346600476,0,0,0,0,0,0.038082191,0.064124882,0,0,0,0,0,0,0,0,0,8657
05-06-2024,0.913036532,5.547612442,0.033584621,2.571563635,0.621394551,0.219616012,0.709160431,3.171595345,1.466849642,0.108336127,0.167347949,1.090898229,1.334245212,2.151710437,2.296481689,8.144240807,7.639278968,2.92279591,3.20449952,1.437052319,0.074023429,5.261076457,16.0314161,0.389271388,1.460814536,0.0259419,0,2.037402875,0.988401492,1.071831346,0.079580004,0.554772102,0.728529142,0.114264607,1.556228121,3.378973332,3.124028206,0,0.847694531,4.459992127,0,0,8.644854122,3.768985828,0.648201908,3.674250881,7.721105682,5.794493331,1.749539208,7356
06-06-2024,1.652061025,6.688630992,5.884289106,1.203236156,3.440419161,0.939620468,1.213731313,10.54617204,4.054902169,0.517126671,3.43418626,4.1337875,0,0.050914499,4.898108111,2.27822299,0,0.083620303,0.379982352,0,0,2.452393719,1.680865195,1.896643251,3.07463937,0.133692796,0.363874169,5.612124829,2.216708713,1.466950287,1.553289481,0.236449111,0.036070814,14.68028831,8.980989615,0.191039085,0.215888143,1.018166337,1.290501005,0.680498275,4.617768274,4.577787492,1.854512821,0.874656134,17.65744649,4.758468653,13.47903464,23.58987003,5.71243765,7373
07-06-2024,6.634574668,3.637603286,15.44914563,1.619394584,6.204184961,9.90626259,1.241567469,12.56539721,2.054324643,4.706098217,1.852501247,2.882872674,10.82046472,5.271409459,3.967568636,3.743849041,8.777523465,7.67031418,5.045503987,1.664620926,0.258804,9.990474446,1.874180588,13.28749086,2.89128786,2.756646183,1.375539394,17.5306584,14.27712119,3.54912746,0.80192899,0.213931056,0.944047001,1.596852534,14.57259827,14.24987099,3.42170665,0.145887368,0,0.167043047,2.617131218,0.619090584,2.014559623,6.605997576,3.272876236,1.584804231,2.708119339,5.697435674,2.22170739,7744
08-06-2024,18.91864669,7.870956229,6.951903055,3.335892359,8.910308599,4.89087484,9.371978707,2.882312593,1.477910002,7.30755352,3.839319746,0.264855385,1.017847498,7.68951318,2.20732718,1.576077084,0.829032302,1.032293545,1.718016641,2.191669616,0.872500585,0,0,0.231122441,0.264885346,1.652046048,4.527842671,0,0,0,0,2.431619101,0.255286071,0.185122665,0,0,0,0.087211185,0.815483022,1.381781227,1.071345066,7.271812359,0,0,12.69572943,0.847325325,0.036627342,0.446433196,3.479873657,9134
09-06-2024,3.324477434,2.669196063,18.51659022,0.493848327,14.3426937,1.883121293,0.055034998,15.35377561,5.399553095,4.841756966,3.699443703,1.521754892,7.592692773,3.343129079,2.592604743,0.903158996,0.23627858,1.876491929,3.559487866,4.343265957,0.247621475,0.015394928,0,0.131025182,0.198442062,3.100756394,1.037345767,0.088267499,0,0,0.496628881,1.908966598,2.86230986,9.388887895,0.399987827,0,0.046299029,0.121863378,1.522899298,4.759460135,0,0,0,1.138500038,0.119465131,0.022450144,1.108216855,0.073101017,0.438327609,7754
10-06-2024,10.79459831,30.47503429,26.86179373,36.04047754,13.72478645,34.34985394,33.73985608,3.793336252,6.424706989,11.21860618,1.145750152,2.119361109,0.279231409,2.116968337,0.254622897,0.198949089,0,0.164227446,0.980354047,4.051439967,2.414101561,0,0,0,0.215475907,0.390416867,1.592414156,0,0,0,0.558809015,0.485981049,0,0,0,0,1.555827184,0.776474855,0.813868238,0.225678441,0,0,0,2.191683902,2.085904386,0.395611578,0.421214448,1.917553107,0.729913114,8000
