Date,Station_1,Station_2,Station_3,Station_4,Station_5,Station_6,Station_7,Station_8,Station_9,Station_10,Station_11,Station_12,Station_13,Station_14,Station_15,Station_16,Station_17,Station_18,Station_19,Station_20,Station_21,Station_22,Station_23,Station_24,Station_25,Station_26,Station_27,Station_28,Station_29,Station_30,Station_31,Station_32,Station_33,Station_34,Station_35,Station_36,Station_37,Station_38,Station_39,Station_40,Station_41,Station_42,Station_43,Station_44,Station_45,Station_46,Station_47,Station_48,Station_49,Grand_Total_Inflow
01-06-1985,0,0,1,0,1.111111111,0.444444444,0.666666667,9.888888889,0.444444444,6.111111111,24.22222222,15.33333333,8.888888889,0.444444444,13.88888889,5.777777778,23.44444444,4.555555556,0.666666667,0.222222222,0,7,11.55555556,8.777777778,2.222222222,5.666666667,0.555555556,4,1.333333333,1.666666667,7.111111111,2.666666667,0.111111111,8,9.111111111,1.555555556,11.88888889,21.66666667,4.888888889,0.777777778,1,3.666666667,2.222222222,5.777777778,0.333333333,2.444444444,3.111111111,10.55555556,9.888888889,4014
02-06-1985,0.444444444,0,0.333333333,0,0.666666667,0,0,1.222222222,1.444444444,0,2.111111111,1.555555556,0,0,0.111111111,2.333333333,2.444444444,0.666666667,0,0,0,0.444444444,2,2.111111111,0.777777778,0.888888889,0.333333333,0.888888889,2.888888889,0.444444444,5.111111111,2.666666667,4.222222222,3.444444444,8.888888889,1.333333333,14,18.33333333,1.777777778,2.888888889,0.444444444,3.444444444,1.777777778,7.111111111,1.666666667,2.777777778,5.888888889,4.888888889,17.11111111,4012
03-06-1985,0.555555556,0,9.333333333,0,7.333333333,0.333333333,0,7.666666667,7.222222222,2.444444444,14,7,2.888888889,0.777777778,4.111111111,4.555555556,7.777777778,2.111111111,3.444444444,1,0,33.77777778,18.11111111,13.88888889,2.777777778,1.888888889,0.111111111,15,12.33333333,8.222222222,14.44444444,4.222222222,7.222222222,9.111111111,0.666666667,1.111111111,13.44444444,19.77777778,3.666666667,3.555555556,0.777777778,0,2,10.11111111,3,6.555555556,5,12,4.666666667,4012
04-06-1985,2.777777778,0.111111111,10.66666667,1.111111111,3,1.444444444,6.111111111,9.444444444,22,11.11111111,3.888888889,13,5.111111111,3.444444444,1,14,17,9,9,7.777777778,2.111111111,9.444444444,20.88888889,5.333333333,9.222222222,5.333333333,1.111111111,1,2.666666667,9.777777778,17.55555556,5.333333333,3.333333333,1,0.555555556,0,4,7.777777778,2.333333333,2.111111111,0.333333333,0.222222222,0.222222222,0.777777778,2.777777778,1.111111111,4.333333333,5,0.888888889,4012
05-06-1985,6,0.666666667,13.44444444,4.555555556,35.11111111,7.555555556,0,14.22222222,13.55555556,6.111111111,9.333333333,8.666666667,2.111111111,6.777777778,2.444444444,0,2.333333333,4.444444444,23.11111111,4,2.222222222,0.555555556,1.222222222,1.222222222,2.888888889,3.111111111,3.777777778,6.444444444,3,8.444444444,0.111111111,0.888888889,2.666666667,21.22222222,9.888888889,37.33333333,6.777777778,0.555555556,1.222222222,0.888888889,1.444444444,1.111111111,15.44444444,10.22222222,0,0.444444444,13.33333333,1.555555556,0.777777778,4012
06-06-1985,8.333333333,0.333333333,3.666666667,6.111111111,14.22222222,7.666666667,1,14.44444444,33.88888889,10.11111111,24.77777778,25.55555556,14.11111111,5.555555556,33.88888889,26.88888889,19.22222222,4.444444444,7.666666667,0.888888889,1,11.66666667,2.777777778,0.777777778,0.777777778,0,0.111111111,5.333333333,30.11111111,3,5.222222222,1.333333333,0,13.44444444,16.88888889,4.444444444,8.666666667,7.555555556,8.555555556,1.333333333,6,9.555555556,7.666666667,8.555555556,14.66666667,25.66666667,16.66666667,12.66666667,18.88888889,4012
07-06-1985,13.11111111,1.888888889,0,0,2.777777778,0.555555556,1.333333333,0,0.555555556,0,12.88888889,0.333333333,0.222222222,1.888888889,4.555555556,10.55555556,1.333333333,13.11111111,12.66666667,3.444444444,15.77777778,1.444444444,3.555555556,10.33333333,15,0.444444444,3.222222222,6.222222222,6.666666667,18,1.222222222,1,6.111111111,13.33333333,2.777777778,1.111111111,13,8.555555556,5.777777778,2.111111111,6.222222222,0.777777778,3.888888889,8.222222222,0.111111111,0.222222222,2.555555556,0.222222222,1.777777778,4512
08-06-1985,2.555555556,0.888888889,0,2.111111111,0.444444444,3.666666667,3,4.777777778,1.333333333,1.444444444,0.111111111,0,0.666666667,0,2.111111111,0.333333333,0.777777778,0,4.111111111,3.111111111,4.444444444,0.666666667,0,0.666666667,2,3.444444444,12,1.666666667,0,4.888888889,2,18,11.55555556,2.444444444,4.222222222,20.88888889,2.888888889,4.333333333,17.44444444,10.44444444,2.777777778,0.666666667,2.111111111,1.777777778,0.111111111,3.444444444,5,1.222222222,3,4012
09-06-1985,0.333333333,0,2.777777778,0,1.555555556,0,0,4.111111111,0.888888889,0,16,1.555555556,0,0,5.444444444,11.66666667,4.111111111,5.888888889,0,1,1.333333333,4.333333333,4.333333333,4.333333333,0.444444444,3.333333333,1.111111111,6.777777778,8.222222222,7.444444444,0.666666667,1.666666667,9.111111111,4.666666667,4.555555556,2.888888889,13.11111111,3.777777778,11.33333333,4.888888889,5.777777778,4.888888889,4.666666667,12,1,0.444444444,4.666666667,1.555555556,3.666666667,5012
10-06-1985,0,0,0.111111111,0,1.444444444,0.111111111,0.444444444,0,0,0,0,0.444444444,0,0,0.777777778,0,0,0,0,0,0,0,0,1.111111111,0.333333333,0,0,0,2.444444444,14.55555556,0,0,1.222222222,0,0,0,1.777777778,0.222222222,3.666666667,2.888888889,0,0,0.222222222,0.111111111,3.333333333,7.111111111,1.666666667,3.111111111,9.222222222,6012
11-06-1985,0.111111111,0,0,0,0,0,2.444444444,0,0,0,0,0,0.111111111,1,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,0.111111111,8974
12-06-1985,0,1.222222222,6,7.666666667,1.666666667,2,0,0.666666667,0,0,0,2,2.222222222,3.333333333,0,0,0,0.222222222,0.333333333,0,0,0.111111111,0.777777778,0.444444444,1.222222222,0.555555556,0.222222222,0.444444444,2.111111111,4.333333333,1.111111111,0,0,0,0,0.111111111,1.333333333,0.222222222,0.111111111,0,3.111111111,2,0.666666667,0,12.44444444,2.222222222,2,7.777777778,2.555555556,7474
13-06-1985,0.777777778,2.444444444,11.44444444,4.333333333,5.444444444,5.666666667,1.666666667,3.444444444,2,2.333333333,1.111111111,2.666666667,1.333333333,0.555555556,0.666666667,6.444444444,7.777777778,2.111111111,0.111111111,0.222222222,0.555555556,6.444444444,4.777777778,0.888888889,2.222222222,3.222222222,1,3.666666667,3.555555556,0.333333333,6.777777778,0,0,1.111111111,2.666666667,0.666666667,0.666666667,0.555555556,0,2.888888889,0,0.111111111,2.777777778,3.777777778,2.888888889,7.111111111,4.777777778,4.444444444,6.777777778,7974
14-06-1985,1.444444444,23.66666667,27.77777778,44,30.22222222,28.88888889,17.55555556,23.77777778,7.666666667,26.77777778,44,10.44444444,13.55555556,18.44444444,24.55555556,49.22222222,7.888888889,20.22222222,10.44444444,0.333333333,0.666666667,7.888888889,13.55555556,10.55555556,5.444444444,0.888888889,0,0.111111111,3.555555556,12.11111111,18.33333333,1.111111111,0.111111111,0,0,0.111111111,4,3.333333333,0.111111111,1,0,0.444444444,0.111111111,0,0.888888889,0.111111111,0,0,0,8169
15-06-1985,0.888888889,1.111111111,6.555555556,4.444444444,0.888888889,7.888888889,0.666666667,5,3.666666667,0,13,7.111111111,2.666666667,1.333333333,0.555555556,7.777777778,0,0.333333333,0.444444444,0,0,0,0,3.666666667,4.444444444,0,0.555555556,0,0,1.555555556,4.333333333,11.44444444,3,0,0,0,1.222222222,0.888888889,0.333333333,4.888888889,0,0,0,0.111111111,0,0,0.444444444,0,0,8125
16-06-1985,12.22222222,5.777777778,2.666666667,3.333333333,7.333333333,5.444444444,1.111111111,1.222222222,0.888888889,0.555555556,3.333333333,3.333333333,0.222222222,1,0.222222222,1.111111111,2.111111111,0.444444444,5.444444444,4.444444444,0.777777778,0.222222222,4.777777778,0.666666667,7.777777778,4.444444444,1.444444444,0,0.666666667,2.666666667,0.555555556,0.111111111,0.777777778,1,0.555555556,1.333333333,0.666666667,0.222222222,0.111111111,0.777777778,0.111111111,0,0,0,0,0,0,0,0,14085
17-06-1985,3,9.666666667,8.333333333,11.55555556,14.11111111,15.77777778,0,7,20.55555556,54.66666667,5.111111111,8.333333333,14.88888889,7.666666667,0.555555556,2.666666667,0,0.888888889,9.333333333,3.555555556,2.888888889,0,0.555555556,5.777777778,10.11111111,6.888888889,11.66666667,3.333333333,0,0,1.222222222,0.666666667,0.444444444,1.111111111,0.444444444,0,0,0,0,0.777777778,0,0,0,0,0,0,0,0.888888889,0,16018
18-06-1985,0.333333333,0,0,0,0,0,0,0.333333333,0,0,4.333333333,4.333333333,0,0,10,4,8,1.333333333,0,0,0.111111111,10.22222222,2.222222222,1,0,0,4.555555556,6.333333333,2.555555556,0,0,0.111111111,1.777777778,0.777777778,0.111111111,0.111111111,0.111111111,0.666666667,3.333333333,0.666666667,0,17.11111111,2.666666667,0,3.555555556,1.444444444,3.666666667,0,0,10680
19-06-1985,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,2,0,0.333333333,0.222222222,1.666666667,0,1.777777778,0.111111111,0,2,0.333333333,0.333333333,0.333333333,0.333333333,5.888888889,3.777777778,1.888888889,14.66666667,10,7.888888889,0.555555556,42.88888889,22.44444444,6,17.66666667,24.77777778,20.44444444,9,10,10585
20-06-1985,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.666666667,0.222222222,1.111111111,0.444444444,1.888888889,0,0,0,2.222222222,0.111111111,0.111111111,0.222222222,0.444444444,0.222222222,0,0.111111111,0.555555556,1.111111111,0,8.888888889,6.666666667,1.444444444,19,34.22222222,20.33333333,12.55555556,18.44444444,10585
21-06-1985,6.333333333,0,0.111111111,0,1.444444444,0,0,0,0,0,0.111111111,0.222222222,0,0,0,0,0,0,0.555555556,2,1,0.111111111,2,1.777777778,0.555555556,4.444444444,6.222222222,0.666666667,0.333333333,0.444444444,2.555555556,6.888888889,2.444444444,0.111111111,0.333333333,5,0.555555556,0.555555556,6,0.111111111,0,1.555555556,28.55555556,1.222222222,0,2.777777778,19,0,1.222222222,11332
