Date,Station_1,Station_2,Station_3,Station_4,Station_5,Station_6,Station_7,Station_8,Station_9,Station_10,Station_11,Station_12,Station_13,Station_14,Station_15,Station_16,Station_17,Station_18,Station_19,Station_20,Station_21,Station_22,Station_23,Station_24,Station_25,Station_26,Station_27,Station_28,Station_29,Station_30,Station_31,Station_32,Station_33,Station_34,Station_35,Station_36,Station_37,Station_38,Station_39,Station_40,Station_41,Station_42,Station_43,Station_44,Station_45,Station_46,Station_47,Station_48,Station_49,Grand_Total_Inflow
01-06-2008,0,0,0,0,0,0,0,3,0,0,1.333333333,0.111111111,0,0,1.222222222,1.222222222,0.666666667,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.666666667,2.333333333,0,1,0
02-06-2008,0,0,0,0,0,0,0,0.666666667,0,0,0.555555556,0.111111111,0,0,0.222222222,1.777777778,5.111111111,0.222222222,0,0.333333333,1.333333333,1.666666667,3.444444444,0.111111111,0,0,2.777777778,0.444444444,2.333333333,2.333333333,0,0,0,2.777777778,0.333333333,2.888888889,3,0,0,0,8,0.777777778,0.222222222,0.222222222,5.555555556,1,3.444444444,0.888888889,1.777777778,4864
03-06-2008,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0.111111111,1.333333333,0,0,0,0.222222222,0,0.111111111,0.333333333,0.333333333,0.888888889,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,2.888888889,8975
04-06-2008,1.888888889,1.666666667,13.66666667,9.888888889,3.888888889,7.111111111,0.333333333,1.666666667,2.444444444,0.333333333,4.444444444,3.777777778,1.555555556,0.222222222,0.222222222,0.333333333,3,8.111111111,0.666666667,0.666666667,0,7.111111111,15.55555556,10.22222222,3,2.222222222,0.666666667,19.11111111,47.77777778,3.111111111,0.888888889,1.777777778,4.333333333,0,2.444444444,6.777777778,2.222222222,0.555555556,0,0.222222222,0,0,0.222222222,1.555555556,10.55555556,3,2,13.44444444,20.66666667,8828
05-06-2008,0.444444444,1.888888889,3.333333333,0.333333333,10.11111111,1.666666667,5.222222222,4.444444444,3.222222222,1.222222222,1.111111111,0,0.333333333,1.222222222,1.444444444,0.111111111,0,0,0.222222222,0.222222222,0,0.111111111,0,0,0,0,4.222222222,2.333333333,1.333333333,0,0.666666667,0,1.222222222,0.111111111,4.111111111,1.888888889,0.111111111,0,0,0,0,0.555555556,0.333333333,2.111111111,1,1,0.777777778,1.777777778,4.111111111,8527
06-06-2008,0.333333333,0.111111111,3.222222222,2.777777778,4.888888889,2.444444444,22.33333333,1.222222222,6.333333333,1,5.222222222,1.777777778,0.777777778,23.22222222,0,1,0.777777778,0.555555556,3.222222222,2.777777778,3.888888889,0,0.333333333,0.444444444,0,1.333333333,7.888888889,2.222222222,5.555555556,0.222222222,3.222222222,1.666666667,7.555555556,8.111111111,3.111111111,1.111111111,0.777777778,0,2.666666667,7.333333333,5.111111111,2,1.888888889,7.555555556,7.555555556,12,2.777777778,9.222222222,32.33333333,8268
07-06-2008,1.111111111,3.555555556,1.666666667,0.777777778,1,1.333333333,2.888888889,2.333333333,7.333333333,6.333333333,5.777777778,13.33333333,33.77777778,21.55555556,1.666666667,4.777777778,27,13.33333333,21,17.77777778,0.555555556,32,9.333333333,7.444444444,3.888888889,4.777777778,7.222222222,27.55555556,4.111111111,6.222222222,19.22222222,16.44444444,25.55555556,42,22.88888889,14.66666667,9,17.77777778,2,4.222222222,30.44444444,46,41.88888889,11.66666667,12.11111111,9.555555556,6.555555556,4,12.44444444,2756
08-06-2008,7.666666667,0,0.555555556,2.333333333,1,2.222222222,3.555555556,4.111111111,12.66666667,3.888888889,5,6.888888889,3.888888889,2.444444444,0,0,2,5.666666667,8.777777778,3.777777778,3.111111111,0,1,2.222222222,7.333333333,10.66666667,16.33333333,3.444444444,3.888888889,7.888888889,3.444444444,5.444444444,19.55555556,12,8,45.55555556,49.66666667,2.555555556,3.222222222,0.555555556,10.77777778,14.44444444,23.55555556,28.88888889,25.88888889,55.11111111,32.33333333,3.333333333,13.44444444,2834
09-06-2008,2.333333333,2.333333333,1.888888889,4.666666667,1.777777778,2.111111111,0.111111111,0,0.333333333,0.444444444,0.333333333,0,0,1.444444444,0.333333333,0.222222222,0,0,1,4.888888889,11.22222222,15.44444444,0,0.111111111,5.111111111,3.888888889,1.222222222,15.77777778,1.111111111,1.777777778,17,9.888888889,6.777777778,25.22222222,14.66666667,7.555555556,9.888888889,21.66666667,7.777777778,9.111111111,25.77777778,18.66666667,14.44444444,6.555555556,21,17.77777778,5.333333333,9.666666667,21.33333333,4602
10-06-2008,6.555555556,0,0,0,0.444444444,2.222222222,1.333333333,0,0,0,0.444444444,0.222222222,2.333333333,1.222222222,1,0.111111111,0.222222222,0.777777778,3.111111111,1.333333333,3.555555556,2.777777778,6.111111111,6.666666667,3.222222222,7.444444444,0.222222222,17.22222222,17.55555556,6.111111111,1.111111111,2.888888889,3,7.888888889,24.33333333,22.55555556,13.66666667,1.777777778,0,2,12.11111111,6.111111111,7,17.77777778,8.888888889,12,17.55555556,8.888888889,11.33333333,6365
